indic_id,enforce_zone_id,metric_enforce_date,maille,indic_vi,indic_va,indic_vc,indic_ta
IND-736,D01,2022-12-31,DEPT,16456,,,
IND-736,D01,2023-06-30,DEPT,,37075,,
IND-736,D01,2023-07-31,DEPT,,37075,,
IND-736,D01,2023-08-31,DEPT,,37845,,
IND-736,D01,2023-09-30,DEPT,,40048,,
IND-736,D01,2023-10-31,DEPT,,42856,,58.6093597371
IND-736,D01,2026-12-31,DEPT,,,61500,
IND-736,D02,2022-12-31,DEPT,17946,,,
IND-736,D02,2023-06-30,DEPT,,32655,,
IND-736,D02,2023-07-31,DEPT,,33361,,
IND-736,D02,2023-08-31,DEPT,,33864,,
IND-736,D02,2023-09-30,DEPT,,34956,,
IND-736,D02,2023-10-31,DEPT,,35870,,29.846471509
IND-736,D02,2026-12-31,DEPT,,,78000,
IND-736,D03,2022-12-31,DEPT,8391,,,
IND-736,D03,2023-06-30,DEPT,,13720,,
IND-736,D03,2023-07-31,DEPT,,14754,,
IND-736,D03,2023-08-31,DEPT,,15033,,
IND-736,D03,2023-09-30,DEPT,,15598,,
IND-736,D03,2023-10-31,DEPT,,16167,,29.7828335057
IND-736,D03,2026-12-31,DEPT,,,34500,
IND-736,D04,2022-12-31,DEPT,5167,,,
IND-736,D04,2023-06-30,DEPT,,9172,,
IND-736,D04,2023-07-31,DEPT,,9522,,
IND-736,D04,2023-08-31,DEPT,,9797,,
IND-736,D04,2023-09-30,DEPT,,10167,,
IND-736,D04,2023-10-31,DEPT,,10699,,34.9396829407
IND-736,D04,2026-12-31,DEPT,,,21000,
IND-736,D05,2022-12-31,DEPT,6407,,,
IND-736,D05,2023-06-30,DEPT,,12412,,
IND-736,D05,2023-07-31,DEPT,,12817,,
IND-736,D05,2023-08-31,DEPT,,13154,,
IND-736,D05,2023-09-30,DEPT,,13913,,
IND-736,D05,2023-10-31,DEPT,,14621,,26.4175216287
IND-736,D05,2026-12-31,DEPT,,,37500,
IND-736,D06,2022-12-31,DEPT,10749,,,
IND-736,D06,2023-06-30,DEPT,,23012,,
IND-736,D06,2023-07-31,DEPT,,23767,,
IND-736,D06,2023-08-31,DEPT,,24302,,
IND-736,D06,2023-09-30,DEPT,,25524,,
IND-736,D06,2023-10-31,DEPT,,27276,,26.9824166136
IND-736,D06,2026-12-31,DEPT,,,72000,
IND-736,D07,2022-12-31,DEPT,6893,,,
IND-736,D07,2023-06-30,DEPT,,16835,,
IND-736,D07,2023-07-31,DEPT,,17452,,
IND-736,D07,2023-08-31,DEPT,,17732,,
IND-736,D07,2023-09-30,DEPT,,18516,,
IND-736,D07,2023-10-31,DEPT,,19430,,43.0721132374
IND-736,D07,2026-12-31,DEPT,,,36000,
IND-736,D08,2022-12-31,DEPT,8198,,,
IND-736,D08,2023-06-30,DEPT,,20670,,
IND-736,D08,2023-07-31,DEPT,,21662,,
IND-736,D08,2023-08-31,DEPT,,22219,,
IND-736,D08,2023-09-30,DEPT,,23923,,
IND-736,D08,2023-10-31,DEPT,,25518,,41.9350152535
IND-736,D08,2026-12-31,DEPT,,,49500,
IND-736,D09,2022-12-31,DEPT,3476,,,
IND-736,D09,2023-06-30,DEPT,,6732,,
IND-736,D09,2023-07-31,DEPT,,7156,,
IND-736,D09,2023-08-31,DEPT,,7413,,
IND-736,D09,2023-09-30,DEPT,,7847,,
IND-736,D09,2023-10-31,DEPT,,8403,,25.8988645921
IND-736,D09,2026-12-31,DEPT,,,22500,
IND-736,D10,2022-12-31,DEPT,13439,,,
IND-736,D10,2023-06-30,DEPT,,23038,,
IND-736,D10,2023-07-31,DEPT,,23804,,
IND-736,D10,2023-08-31,DEPT,,24067,,
IND-736,D10,2023-09-30,DEPT,,25034,,
IND-736,D10,2023-10-31,DEPT,,26451,,43.2853198496
IND-736,D10,2026-12-31,DEPT,,,43500,
IND-736,D11,2022-12-31,DEPT,7065,,,
IND-736,D11,2023-06-30,DEPT,,14866,,
IND-736,D11,2023-07-31,DEPT,,15471,,
IND-736,D11,2023-08-31,DEPT,,15892,,
IND-736,D11,2023-09-30,DEPT,,16575,,
IND-736,D11,2023-10-31,DEPT,,17210,,30.3424555107
IND-736,D11,2026-12-31,DEPT,,,40500,
IND-736,D12,2022-12-31,DEPT,9207,,,
IND-736,D12,2023-06-30,DEPT,,17198,,
IND-736,D12,2023-07-31,DEPT,,17708,,
